PO_Line_ID,PO_ID,Vendor_ID,Product_ID,Department_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Quantity,Unit_Price,Currency,PO_Status
L010766,PO004845,V012,P0073,D09,2025-06-25,2025-07-10,2025-07-09,2163.0,5.15,USD,Completed
L002681,PO001197,V001,P0007,D01,2024-03-05,2024-03-11,2024-03-10,21.0,130.27,USD,Completed
L008959,PO004035,V025,P0045,D05,2025-09-04,2025-09-08,2025-09-14,100.0,67.31,USD,Completed
L014401,PO006541,V015,P0087,D09,2025-08-18,2025-10-09,2025-10-08,3.0,22389.19,USD,Completed
L011245,PO005080,V001,P0002,D08,2025-10-04,2025-10-13,2025-10-13,37.0,1848.94,USD,Completed
L001039,PO000476,V004,P0006,D04,2024-09-14,2024-09-23,2024-09-26,28.0,739.77,USD,Completed
L009350,PO004217,V023,P0043,D03,2024-01-17,2024-01-21,2024-01-21,500.0,3.58,USD,Completed
L009359,PO004219,V023,P0046,D05,2024-12-20,2024-12-25,,95.0,129.23,USD,Open
L003579,PO001599,V031,P0064,D05,2024-02-21,2024-02-23,,11.0,1514.38,USD,Open
L007628,PO003434,V017,P0036,D06,2024-11-25,2024-12-01,2024-12-03,44.0,1619.44,USD,Completed
L006542,PO002961,V007,P0012,D06,2025-02-09,2025-02-20,2025-02-25,14.0,224.86,USD,Completed
L001871,PO000841,V036,P0094,D01,2025-11-27,2025-12-06,,26.0,188.53,USD,Cancelled
L011582,PO005245,V028,P0056,D09,2025-09-08,2025-09-17,2025-09-17,6.0,3006.69,USD,Completed
L011920,PO005405,V035,P0089,D06,2025-02-14,2025-02-19,2025-02-17,65.0,317.18,USD,Completed
L008693,PO003913,V036,P0090,D07,2025-05-09,2025-05-13,2025-05-12,83.0,265.36,USD,Completed
L014585,PO006630,V040,P0099,D02,2025-03-25,2025-03-29,2025-03-26,9.0,387.78,USD,Completed
L012595,PO005725,V034,P0095,D09,2025-02-22,2025-02-23,2025-02-25,35.0,244.42,USD,Completed
L006068,PO002742,V032,P0067,D09,2025-04-24,2025-05-05,2025-05-04,89.0,36.26,USD,Completed
L001689,PO000759,V004,P0020,D08,2025-04-11,2025-04-22,2025-04-23,12.0,933.44,USD,Completed
L006425,PO002908,V007,P0008,D01,2024-05-26,2024-06-03,2024-06-10,13.0,582.91,USD,Completed
L006139,PO002775,V036,P0097,D07,2024-11-27,2024-12-10,2024-12-19,4.0,4292.92,USD,Completed
L005459,PO002459,V031,P0063,D02,2025-08-17,2025-08-18,2025-08-22,6.0,3312.66,USD,Completed
L000197,PO000101,V018,P0027,D03,2024-01-31,2024-02-03,2024-02-02,190.0,96.03,USD,Completed
L000519,PO000243,V009,P0079,D09,2024-03-23,2024-04-04,2024-04-02,830.0,132.9,USD,Completed
L004376,PO001960,V029,P0068,D02,2024-03-28,2024-04-01,2024-03-31,52.0,133.06,USD,Completed
L017543,PO007962,V006,P0022,D08,2025-08-02,2025-08-06,2025-08-06,25.0,37.22,USD,Completed
L010376,PO004666,V019,P0040,D08,2024-04-24,2024-04-29,2024-04-27,86.0,125.96,USD,Completed
L000842,PO000389,V009,P0082,D09,2025-11-16,2025-11-30,2025-11-27,529.0,237.17,USD,Completed
L018875,PO008557,V041,P0105,D02,2024-12-28,2025-01-01,2024-12-31,10.0,4617.29,USD,Completed
L007320,PO003300,V040,P0103,D02,2025-04-14,2025-04-15,2025-04-27,50.0,146.73,USD,Completed
L010036,PO004526,V010,P0080,D08,2025-10-28,2025-11-06,2025-11-03,598.0,36.51,USD,Completed
L006416,PO002903,V010,P0084,D09,2024-05-01,2024-05-18,2024-05-20,6.0,1891.09,USD,Completed
L009684,PO004361,V037,P0088,D04,2025-12-04,2025-12-17,2025-12-17,125.0,192.32,USD,Completed
L007151,PO003225,V017,P0029,D06,2024-11-24,2024-11-26,2024-11-27,274.0,358.34,USD,Completed
L015886,PO007214,V028,P0068,D05,2024-05-09,2024-05-14,,30.0,126.56,USD,Cancelled
L012309,PO005589,V020,P0038,D01,2025-04-01,2025-04-05,2025-04-04,143.0,60.17,USD,Completed
L006070,PO002744,V035,P0097,D04,2024-02-22,2024-03-07,2024-03-10,5.0,3739.39,US Dollar,Completed
L017192,PO007799,V001,P0002,D01,2025-07-24,2025-07-31,2025-07-31,28.0,1942.38,USD,Completed
L008822,PO003971,V021,P0035,D01,2024-12-28,2025-01-03,2024-12-31,100.0,1506.06,USD,Completed
L000455,PO000212,V036,P0094,D07,2024-04-17,2024-04-24,2024-04-22,92.0,179.58,USD,Completed
L017573,PO007974,V002,P0026,D01,2025-02-16,2025-02-23,2025-02-24,100.0,120.26,USD,Completed
L017966,PO008156,V034,P0096,D08,2024-12-03,2024-12-08,2024-12-17,3.0,4907.72,USD,Completed
L002863,PO001270,V035,P0089,D06,2025-10-20,2025-10-31,2025-10-31,127.0,273.28,USD,Completed
L015937,PO007242,V028,P0056,D05,2024-06-26,2024-07-01,2024-06-30,7.0,2773.72,USD,Completed
L013422,PO006107,V028,P0060,D02,2024-07-29,2024-08-01,2024-08-01,10.0,849.98,USD,Completed
L000183,PO000093,V040,P0105,D09,2025-09-09,2025-09-10,2025-09-15,8.0,4967.53,USD,Completed
L012278,PO005572,V036,P0096,D02,2025-11-10,2025-11-30,2025-11-28,5.0,4551.79,USD,Completed
L004133,PO001848,V040,P0104,D02,2024-05-13,2024-05-15,2024-05-14,50.0,223.93,USD,Completed
L005116,PO002306,V017,P0037,D04,2025-12-03,2025-12-06,2025-12-04,58.0,826.06,USD,Completed
L002523,PO001128,V025,P0042,D07,2025-04-27,2025-05-03,2025-05-01,273.0,6.63,USD,Completed
L017135,PO007775,V018,P0037,D06,2025-02-03,2025-02-07,2025-02-05,40.0,529.62,USD,Completed
L012825,PO005840,V019,P0027,D04,2025-09-10,2025-09-16,2025-09-13,308.0,114.02,USD,Completed
L016127,PO007328,V041,P0107,D02,2024-01-09,2024-01-13,2024-01-10,5.0,2353.13,USD,Completed
L019265,PO008748,V006,P0022,D06,2025-03-08,2025-03-12,2025-03-12,78.0,36.58,USD,Completed
L000100,PO000047,V020,P0031,D07,2024-11-02,2024-11-03,2024-11-03,175.0,391.99,USD,Completed
L009168,PO004127,V040,P0101,D02,2025-04-07,2025-04-08,2025-04-08,8.0,-417.02,USD,Completed
L005672,PO002551,V041,P0102,D09,2025-08-09,2025-08-12,2025-08-11,42.0,283.16,USD,Completed
L012256,PO005561,V028,P0061,D09,2025-05-30,2025-06-05,2025-06-03,10.0,1022.57,USD,Completed
L010075,PO004543,V009,P0071,D09,2024-08-15,2024-09-10,2024-09-10,258.0,470.74,USD,Completed
L007202,PO003250,V020,P0029,D08,2024-11-06,2024-11-07,2024-11-12,223.0,257.43,USD,Completed
L017794,PO008079,V025,P0051,D05,2024-04-11,2024-05-02,2024-05-02,27.0,933.31,USD,Completed
L008919,PO004017,V019,P0038,D06,2025-12-05,,2025-12-08,74.0,59.66,USD,Completed
L018900,PO008570,V027,P0042,D02,2024-06-27,2024-07-01,2024-06-28,322.0,7.8,USD,Completed
L005383,PO002427,V005,P0013,D09,2025-01-21,2025-01-28,,56.0,163.99,USD,Cancelled
L001708,PO000766,V008,P0025,D08,2024-12-04,2024-12-11,2024-12-09,30.0,90.32,USD,Completed
L000255,PO000127,V027,P0049,D06,2025-02-03,2025-02-06,2025-02-06,135.0,27.38,USD,Completed
L011477,PO005193,V037,P0097,D03,2024-11-02,2024-11-28,2024-11-27,5.0,3069.41,USD,Completed
L001303,PO000586,V031,P0064,D09,2025-07-20,2025-07-21,2025-07-21,4.0,1619.39,USD,Completed
L011393,PO005155,V019,P0030,D01,2024-07-13,2024-07-17,2024-07-16,259.0,62.32,USD,Completed
L016458,PO007471,V014,P0076,D08,2025-04-20,2025-04-30,2025-05-01,273.0,445.16,USD,Completed
L007145,PO003222,V035,P0089,D02,2025-09-26,2025-10-08,,32.0,321.24, USD,Cancelled
L006504,PO002944,V026,P0054,D02,2024-06-20,2024-07-07,2024-07-12,40.0,1011.54,USD,Completed
L010052,PO004532,V014,P0074,D09,2024-01-22,2024-03-04,2024-03-29,245.0,496.62,USD,Completed
L014835,PO006737,V026,P0053,D01,2025-04-09,2025-04-27,2025-04-24,12.0,1170.18,USD,Completed
L014422,PO006552,V029,P0068,D05,2024-02-20,2024-02-27,2024-02-24,105.0,131.43,USD,Completed
L007568,PO003411,V003,P0021,D06,2024-07-13,2024-07-20,2024-07-20,10.0,1985.87,USD,Completed
L008563,PO003850,V037,P0091,D02,2025-05-12,2025-05-17,2025-05-24,105.0,102.49,USD,Completed
L000934,PO000433,V036,P0093,D08,2025-12-13,2025-12-21,,36.0,241.41,USD,Open
L003700,PO001657,V009,P0076,D09,2024-04-07,2024-05-22,,273.0,438.11,USD,Cancelled
L008814,PO003968,V017,P0037,D07,2025-12-22,2025-12-26,2025-12-25,100.0,771.5,USD,Completed
L013374,PO006085,V037,P0095,D08,2024-11-02,2024-11-07,2024-11-06,53.0,164.77,USD,Completed
L007885,PO003550,V035,P0088,D04,2025-02-20,2025-02-25,2025-02-24,136.0,235.02,USD,Completed
L002519,PO001126,V007,P0010,D08,2024-09-11,2024-09-19,2024-09-22,26.0,447.0,USD,Completed
L016258,PO007382,V022,P0040,D04,2025-10-08,2025-10-12,2025-10-10,105.0,137.57,USD,Completed
L001374,PO000619,V018,P0035,D08,2025-04-07,2025-04-15,2025-05-17,54.0,1273.29,USD,Completed
L010765,PO004844,V018,P0036,D04,2025-07-17,2025-07-21,2025-07-19,32.0,1014.85,USD,Completed
L011946,PO005419,V040,P0105,D09,2025-08-11,2025-08-14,2025-08-12,10.0,-5083.67,USD,Completed
L019150,PO008691,V027,P0050,D06,2024-12-14,2024-12-18,2024-12-18,52.0,14.36,USD,Completed
L002010,PO000901,V031,P0057,D05,2025-04-19,2025-04-20,2025-04-25,8.0,342.42,USD,Completed
L007342,PO003309,V025,P0046,D03,2024-05-06,2024-05-10,2024-05-08,78.0,105.32,USD,Completed
L014759,PO006703,V006,P0024,D08,2025-08-03,2025-08-05,2025-08-05,57.0,68.03,USD,Completed
L017963,PO008153,V003,P0025,D04,2025-09-03,2025-09-08,2025-09-08,30.0,77.0,USD,Completed
L004372,PO001957,V040,P0106,D09,2024-06-02,2024-06-05,2024-06-22,2.0,1453.58,USD,Completed
L007199,PO003247,V007,P0010,D08,2024-04-09,2024-04-18,2024-04-17,17.0,489.3,USD,Completed
L016246,PO007375,V031,P0065,D02,2025-03-15,2025-03-19,2025-03-17,130.0,37.37,USD,Completed
L015982,PO007260,V018,P0037,D08,2025-03-19,2025-03-21,2025-03-20,57.0,544.84,USD,Completed
L002875,PO001276,V024,P0044,D07,2024-05-22,2024-05-27,2024-05-26,35.0,163.27,USD,Completed
L006933,PO003129,V029,P0065,D05,2024-02-17,2024-02-24,2024-02-23,35.0,57.81,USD,Completed
L010836,PO004879,V034,P0096,D07,2024-05-03,2024-05-17,2024-05-21,3.0,5023.55,USD,Completed
L001038,PO000475,V021,P0031,D08,2025-10-09,2025-10-12,2025-10-14,175.0,466.74,USD,Completed
L005204,PO002348,V007,P0012,D01,2024-12-17,2024-12-23,,18.0,216.93,USD,Open
L002705,PO001205,V017,P0038,D03,2024-10-09,2024-10-12,2024-10-31,81.0,83.22,USD,Completed
L011599,PO005253,V031,P0060,D02,2025-12-23,2025-12-31,,10.0,698.04,USD,Open
L008551,PO003845,V029,P0063,D05,2024-10-19,2024-10-23,2024-10-23,4.0,4709.75,USD,Completed
L009039,PO004069,V004,P0020,D09,2025-10-19,2025-11-03,2025-11-01,20.0,906.95,USD,Completed
L017392,PO007895,V011,P0077,D08,2024-11-07,2024-11-27,2024-11-24,430.0,218.17,USD,Completed
L009863,PO004444,V019,P0028,D04,2024-02-24,2024-02-27,2024-02-26,137.0,215.77,USD,Completed
L013915,PO006332,V022,P0033,D03,2024-07-29,2024-08-03,2024-08-03,90.0,113.77,USD,Completed
L005047,PO002269,V020,P0037,D08,2025-01-15,2025-01-21,2025-01-27,36.0,656.87,USD,Completed
L014977,PO006806,V001,P0013,D08,2025-10-20,2025-10-26,2025-10-25,30.0,180.19,USD,Completed
L002849,PO001266,V027,P0042,D04,2024-12-23,2024-12-25,2024-12-25,211.0,8.52,USD,Completed
L005501,PO002477,V015,P0084,D09,2025-02-12,2025-03-03,2025-03-01,5.0,2412.77,USD,Completed
L004195,PO001881,V018,P0035,D03,2024-05-08,2024-05-12,,61.0,1258.69,USD,Open
L016198,PO007356,V017,P0032,D01,2024-12-01,2024-12-02,2024-12-06,196.0,211.6,USD,Completed
L015277,PO006943,V027,P0053,D03,2024-04-23,2024-05-12,2024-05-12,16.0,1299.98,USD,Completed
L008150,PO003670,V011,P0077,D09,2025-02-15,2025-02-27,2025-02-24,430.0,221.31,USD,Completed
L012244,PO005555,V011,P0075,D09,2025-11-28,2025-12-16,2025-12-13,282.0,344.1,USD,Completed
L019166,PO008699,V001,P0014,D01,2024-09-25,2024-10-04,2024-10-03,29.0,84.38,USD,Completed
L012644,PO005752,V036,P0097,D06,2025-02-26,2025-03-24,2025-03-21,5.0,4530.6,USD,Completed
L011779,PO005340,V016,P0069,D09,2024-02-16,2024-03-12,2024-03-11,2555.0,36.31,USD,Completed
L019535,PO008870,V019,P0027,D03,2024-12-07,2024-12-12,2024-12-24,371.0,103.65,USD,Completed
L009852,PO004439,V001,P0016,D03,2025-11-27,2025-12-06,2025-12-04,7.0,702.41,USD,Completed
L004120,PO001843,V038,P0102,D02,2025-10-15,2025-10-17,2025-10-17,8.0,379.59,USD,Completed
L002458,PO001100,V037,P0091,D05,2024-11-24,2024-11-29,,99.0,96.52,USD,Open
L017350,PO007874,V036,P0092,D09,2024-04-23,2024-04-25,2024-04-24,108.0,195.46,USD,Completed
L014460,PO006569,V041,P0107,D02,2025-12-27,2025-12-30,2025-12-28,8.0,2259.42,USD,Completed
L007902,PO003557,V022,P0039,D01,2024-09-26,2024-09-29,2024-09-29,100.0,188.79,USD,Completed
L002698,PO001202,V017,P0029,D07,2024-12-19,2024-12-20,2024-12-20,133.0,359.86,USD,Completed
L007842,PO003531,V022,P0039,D01,2025-10-27,2025-10-31,2025-10-28,104.0,204.03,USD,Completed
L004442,PO001992,V041,P0102,D09,2025-08-05,2025-08-07,2025-08-07,26.0,301.47,USD,Completed
L010426,PO004690,V019,P0030,D07,2024-04-05,2024-04-10,2024-04-07,325.0,58.27,USD,Completed
L002352,PO001054,V035,P0089,D07,2024-13-45,2025-03-28,2025-03-28,77.0,320.31,USD,Completed
L013269,PO006039,V015,P0075,D02,2024-10-09,2024-10-21,2024-10-18,282.0,361.29,USD,Completed
L011853,PO005372,V026,P0045,D07,2024-11-30,2024-12-03,2024-12-03,29.0,78.35,USD,Completed
L014679,PO006669,V031,P0057,D09,2025-02-19,2025-02-22,2025-02-21,8.0,321.57,USD,Completed
L015731,PO007141,V035,P0088,D05,2025-05-26,2025-06-06,2025-06-03,93.0,254.53,USD,Completed
L019052,PO008640,V021,P0036,D01,2024-04-21,2024-04-24,2024-04-30,57.0,1428.62,USD,Completed
L008487,PO003818,V014,P0078,D09,2024-06-22,2024-07-01,2024-06-29,1704.0,29.98,USD,Completed
L003653,PO001632,V019,P0035,D01,2025-12-21,2025-12-25,,82.0,1309.73,USD,Open
L018697,PO008471,V013,P0081,D09,2024-05-10,2024-05-16,2024-05-14,385.0,288.36,USD,Completed
L015651,PO007103,V007,P0008,D01,2024-02-24,2024-02-29,2024-04-13,18.0,578.97,USD,Completed
L014862,PO006749,V023,P0050,D02,2025-10-03,2025-10-08,2025-10-18,79.0,13.07,USD,Completed
L004591,PO002057,V031,P0057,D05,2025-06-24,2025-06-29,2025-06-30,10.0,330.24,USD,Completed
L019162,PO008698,V005,P0007,D01,2024-02-13,2024-02-22,2024-03-01,36.0,118.5,USD,Completed
L006120,PO002765,V009,P0076,D05,2025-07-28,2025-08-10,2025-08-07,273.0,488.07,USD,Completed
L000665,PO000311,V039,P0100,D09,2024-09-13,2024-09-21,2024-09-18,20.0,946.37,USD,Completed
L009067,PO004085,V022,P0039,D01,2024-04-14,2024-04-18,2024-06-21,86.0,200.47,USD,Completed
L013392,PO006092,V012,P0071,D09,2024-03-22,2024-04-29,2024-05-12,258.0,,USD,Completed
L010453,PO004704,V026,P0049,D02,2024-09-21,2024-09-25,2024-11-10,74.0,23.99,USD,Completed
L011730,PO005316,V001,P0020,D07,2024-08-11,2024-08-18,2024-08-16,12.0,1002.95,USD,Completed
L013318,PO006061,V025,P0044,D06,2025-04-03,2025-04-06,2025-04-06,36.0,150.06,USD,Completed
L011727,PO005314,V039,P0106,D09,2024-12-22,,2025-01-08,12.0,1608.47,USD,Completed
L015674,PO007114,V025,P0048,D02,2024-09-10,2024-09-16,2024-09-15,71.0,21.42,USD,Completed
L019457,PO008838,V036,P0091,D02,2024-07-18,2024-07-29,2024-07-29,153.0,131.57,USD,Completed
L013516,PO006151,V003,P0025,D01,2024-02-17,2024-02-19,2024-02-19,87.0,66.51,USD,Completed
L013003,PO005924,V022,P0034,D01,2025-10-12,2025-10-18,2025-10-15,148.0,635.19,USD,Completed
L012525,PO005687,V014,P0087,D09,2025-10-18,2025-11-29,2025-12-01,5.0,23035.26,USD,Completed
L006600,PO002985,V034,P0098,D08,2024-02-19,2024-02-27,2024-02-24,2.0,4989.33,USD,Completed
L009932,PO004476,V011,P0078,D02,2024-02-12,2024-02-21,2024-02-18,1072.0,27.81,USD,Completed
L013997,PO006368,V015,P0084,D08,2024-07-04,2024-09-02,2024-09-12,5.0,2200.61,USD,Completed
L001334,PO000602,V015,P0075,D09,2024-09-20,2024-09-30,2024-09-28,282.0,367.65,USD,Completed
L015657,PO007107,V006,P0018,D08,2024-06-17,2024-07-08,2024-07-07,12.0,1917.33,USD,Completed
L014685,PO006671,V026,P0053,D07,2025-06-25,2025-07-08,2025-07-05,26.0,1182.95,USD,Completed
L002753,PO001220,V036,P0092,D01,2024-12-24,2024-12-28,2024-12-28,95.0,211.3,USD,Completed
L013281,PO006045,V027,P0043,D05,2025-10-01,2025-10-05,2025-10-03,336.0,3.67,USD,Completed
L008196,PO003690,V025,P0052,D06,2025-05-18,2025-06-05,2025-06-05,35.0,827.5,USD,Completed
L001985,PO000890,V009,P0069,D09,2025-01-28,2025-02-26,2025-02-23,2555.0,51.87,USD,Completed
L017831,PO008091,V028,P0067,D09,2025-10-19,2025-10-27,2025-10-24,51.0,33.27,US Dollar,Completed
L002436,PO001089,V021,P0036,D01,2024-12-19,2024-12-24,2024-12-24,75.0,1241.99,USD,Completed
L012611,PO005733,V001,P0014,D01,2025-06-09,2025-06-15,2025-06-15,18.0,93.7,USD,Completed
L000813,PO000379,V017,P0032,D06,2025-12-13,2025-12-16,,282.0,222.2,USD,Open
L014896,PO006765,V019,P0030,D08,2024-05-30,2024-06-04,2024-06-04,266.0,61.46,USD,Completed
L018736,PO008486,V002,P0023,D01,2024-06-13,2024-06-19,2024-06-19,52.0,61.58,USD,Completed
L009459,PO004261,V002,P0014,D01,2025-03-10,2025-03-20,,23.0,109.29,USD,Open
L012935,PO005896,V015,P0070,D09,2024-01-09,2024-01-25,2024-01-22,202.0,571.02,USD,Completed
L006114,PO002763,V036,P0096,D07,2025-05-28,2025-06-07,2025-06-07,2.0,4434.58,USD,Completed
L016740,PO007596,V028,P0060,D02,2024-09-27,2024-10-08,2024-10-08,4.0,924.45,USD,Completed
L006378,PO002884,V002,P0026,D06,2024-11-25,2024-12-01,2024-11-29,70.0,125.91,USD,Completed
L005991,PO002703,V031,P0064,D02,2025-12-19,2025-12-22,,5.0,1712.56,USD,Open
L003670,PO001643,V004,P0005,D07,2024-05-02,2024-05-07,2024-05-07,38.0,702.34,USD,Completed
L003796,PO001694,V012,P0078,D09,2025-05-01,2025-05-21,2025-05-30,2000.0,25.77,USD,Completed
L013675,PO006219,V029,P0068,D05,2024-12-08,2024-12-12,2024-12-19,91.0,145.08,USD,Completed
L001281,PO000577,V002,P0018,D01,2024-09-14,2024-09-29,2024-10-03,10.0,2208.37,USD,Completed
L013215,PO006015,V017,P0036,D04,2025-09-26,2025-09-27,2025-09-28,46.0,1704.39,USD,Completed
L017514,PO007949,V036,P0090,D03,2025-06-09,2025-06-11,2025-06-10,111.0,236.18,USD,Completed
L002982,PO001323,V034,P0093,D03,2025-09-08,2025-09-11,2025-09-10,30.0,267.85,USD,Completed
L006179,PO002793,V003,P0008,D01,2024-03-14,2024-03-21,2024-03-20,35.0,473.13,USD,Completed
L012900,PO005880,V035,P0089,D08,2025-03-24,2025-04-02,,30.0,323.04,USD,Open
L018608,PO008433,V017,P0038,D06,2024-12-22,2024-12-24,2024-12-23,81.0,70.7,USD,Completed
L003920,PO001750,V025,P0052,D05,2024-12-14,2024-12-29,2024-12-29,40.0,756.14,USD,Completed
L002814,PO001249,V031,P0065,D02,2025-09-07,2025-09-12,2025-09-11,,41.33,USD,Completed
L015581,PO007068,V015,P0071,D02,2024-02-14,2024-03-24,2024-03-22,258.0,413.66,USD,Completed
L000537,PO000251,V038,P0099,D09,2025-01-15,2025-01-23,2025-01-21,13.0,451.45,USD,Completed
L011465,PO005188,V004,P0006,D06,2025-10-08,2025-10-17,2025-10-28,50.0,702.34,USD,Completed
L003965,PO001772,V036,P0091,D07,2025-09-20,2025-09-28,2025-09-28,152.0,141.24,USD,Completed
L008057,PO003631,V036,P0096,D07,2025-09-02,2025-09-21,2025-09-19,4.0,4168.32,USD,Completed
L006144,PO002777,V001,P0002,D08,2025-01-05,2025-01-10,2025-01-07,36.0,1827.66,USD,Completed
L000260,PO000129,V036,P0097,D04,2024-12-17,2024-12-21,2024-12-20,4.0,4719.93,USD,Completed
L015036,PO006829,V007,P0010,D01,2024-06-28,2024-07-06,2024-07-11,13.0,503.36,USD,Completed
L004520,PO002032,V006,P0022,D06,2025-02-24,2025-02-27,2025-02-26,44.0,36.65,USD,Completed
L003722,PO001664,V015,P0075,D08,2024-08-30,2024-09-28,2024-09-26,282.0,384.41,USD,Completed
L005720,PO002571,V035,P0091,D03,2025-10-15,2025-10-18,2025-10-17,55.0,126.81,USD,Completed
L002449,PO001094,V037,P0091,D07,2024-04-17,2024-04-23,2024-05-08,64.0,110.81,USD,Completed
L005668,PO002549,V006,P0018,D02,2025-01-15,2025-02-04,2025-02-02,,1937.03,USD,Completed
L017288,PO007847,V002,P0017,D04,2024-07-29,2024-08-05,2024-08-02,8.0,1370.19,USD,Completed
L002004,PO000898,V022,P0028,D08,2024-12-26,2024-12-31,2024-12-28,468.0,227.18,USD,Completed
L019141,PO008688,V001,P0009,D07,2024-02-26,2024-03-05,2024-03-05,40.0,350.18,USD,Completed
L017557,PO007965,V018,P0027,D01,2025-04-03,2025-04-06,2025-04-06,276.0,104.91,USD,Completed
L004881,PO002198,V004,P0008,D09,2024-10-15,2024-10-19,2024-10-19,19.0,420.3,USD,Completed
L007989,PO003598,V036,P0090,D08,2025-07-23,2025-07-29,2025-07-27,62.0,252.79,USD,Completed
L000641,PO000300,V039,P0103,D09,2024-01-09,2024-01-14,2024-01-11,24.0,169.9,USD,Completed
L000618,PO000290,V012,P0071,D09,2025-09-21,2025-10-03,2025-10-02,258.0,424.52,USD,Completed
L000475,PO000219,V019,P0027,D01,2025-01-19,2025-01-25,2025-01-27,207.0,112.97,USD,Completed
L001311,PO000591,V037,P0092,D08,2025-03-06,2025-03-15,2025-03-14,39.0,166.96,USD,Completed
L011217,PO005065,V031,P0059,D05,2024-09-06,2024-09-07,2024-09-17,7.0,161.97,USD,Completed
L014690,PO006673,V025,P0046,D01,2024-01-11,2024-01-18,2024-01-18,26.0,118.39,USD,Completed
L013043,PO005944,V007,P0010,D06,2025-05-05,2025-05-16,2025-05-13,24.0,508.05,USD,Completed
L014959,PO006797,V021,P0031,D06,2024-07-18,2024-07-22,2024-07-23,44.0,483.21,USD,Completed
L015263,PO006937,V025,P0046,D07,2024-02-09,2024-02-12,2024-02-13,27.0,114.93,USD,Completed
L008630,PO003880,V017,P0032,D04,2025-12-13,2025-12-15,,206.0,223.93,USD,Open
L003252,PO001443,V017,P0030,D06,2025-08-20,2025-08-21,2025-08-24,69.0,96.99,USD,Completed
L016267,PO007387,V035,P0089,D07,2024-04-15,2024-04-26,2024-04-23,71.0,304.72,USD,Completed
L012281,PO005573,V035,P0091,D03,2025-10-04,2025-10-15,2025-10-15,56.0,129.62,USD,Completed
L003395,PO001513,V004,P0019,D08,2025-04-15,2025-05-05,,13.0,1281.51,USD,Open
L003548,PO001581,V011,P0077,D02,2025-07-24,2025-08-14,2025-08-12,430.0,233.94,USD,Completed
L011567,PO005238,V025,P0048,D07,2025-05-04,2025-05-06,2025-05-06,97.0,20.88,USD,completed
L007248,PO003268,V006,P0018,D01,2025-10-11,2025-10-28,2025-10-27,10.0,2032.67,USD,Completed
L015198,PO006905,V024,P0044,D02,2024-10-12,2024-10-14,2024-10-14,30.0,163.18,USD,Completed
L008404,PO003787,V022,P0034,D01,2025-04-26,2025-04-28,2025-04-27,194.0,645.66,USD,Completed
L016225,PO007367,V019,P0030,D07,2024-10-28,2024-10-30,2024-10-30,274.0,61.08,USD,Completed
L000994,PO000457,V031,P0064,D05,2025-12-17,2025-12-18,,12.0,1526.74,USD,Open
L004692,PO002106,V002,P0006,D02,2025-10-27,2025-11-08,2025-11-24,31.0,1089.21,USD,Completed
L006718,PO003041,V027,P0042,D07,2025-05-20,2025-05-21,2025-05-21,500.0,7.84,USD,Completed
L013192,PO006004,V018,P0033,D06,2025-11-07,2025-11-12,2025-11-17,288.0,97.02,USD,Completed
L003169,PO001410,V007,P0001,D01,2024-10-21,2024-10-27,2024-10-27,15.0,1333.26,USD,Completed
L011467,PO005190,V017,P0038,D04,2024-07-09,2024-07-11,2024-07-10,200.0,72.6,USD,Completed
L001867,PO000838,V009,P0079,D09,2025-11-18,2025-12-06,2025-12-04,613.0,145.19,USD,Completed
L004044,PO001809,V017,P0039,D01,2025-05-02,2025-05-05,2025-05-06,87.0,252.61,USD,Completed
L005504,PO002479,V037,P0096,D09,2025-11-03,2025-12-01,,3.0,3574.6,USD,Cancelled
L009809,PO004417,V026,P0053,D01,2025-04-06,2025-04-24,2025-04-26,28.0,1108.73,USD,Completed
L010896,PO004909,V013,P0081,D09,2025-01-03,2025-01-06,2025-01-05,385.0,305.49,USD,Completed
L008574,PO003854,V041,P0104,D02,2024-10-13,2024-10-20,2024-10-17,27.0,239.05,USD,Completed
L018599,PO008429,V015,P0086,D09,2024-09-10,2024-10-20,2024-10-18,8.0,9065.04,USD,Completed
L015801,PO007174,V018,P0035,D01,2025-05-12,2025-05-14,2025-05-20,54.0,1309.84,USD,Completed
L019561,PO008879,V019,P0030,D01,2024-09-30,2024-10-06,2024-10-04,475.0,57.0,USD,Completed
L001122,PO000513,V029,P0066,D05,2025-12-11,2025-12-17,2025-12-17,104.0,103.26,USD,Completed
L002657,PO001184,V002,P0021,D01,2025-11-14,2025-11-27,2025-11-24,9.0,2383.81,USD,Completed
L003479,PO001550,V018,P0037,D04,2024-07-01,2024-07-09,2024-07-08,59.0,523.47,USD,Completed
L005916,PO002670,V006,P0002,D09,2025-06-30,2025-07-05,2025-07-02,29.0,2208.29,USD,Completed
L013535,PO006159,V004,P0020,D08,2025-05-09,2025-05-25,2025-05-24,14.0,917.46,USD,Completed
L004795,PO002157,V002,P0017,D01,2025-09-18,2025-09-30,2025-10-09,2.0,1338.59,USD,Completed
L005450,PO002456,V033,P0092,D02,2024-06-18,2024-06-27,2024-06-27,47.0,200.57,USD,Completed
L012236,PO005549,V002,P0007,D08,2024-10-17,2024-10-21,,40.0,148.56,USD,Open
L013644,PO006205,V025,P0054,D07,2025-10-01,2025-10-13,2025-10-20,34.0,922.53,USD,Completed
